# [Mshock**0.5 * Rshock**-1.5 * p *rho**-2.5],frequency [Hz]
3.688670986122195e-05,470.57756251705877
3.687697071275536e-05,468.477513316662
3.68697853861097e-05,466.4721962174736
3.8201047726553174e-05,464.51149544957224
3.8193550679551944e-05,462.4775372165592
3.8186030990572227e-05,460.5684191444925
3.817947832560029e-05,458.6737276991486
3.8172876064936666e-05,456.60064265433937
3.815438493187356e-05,454.69222761698717
3.9480155858853426e-05,452.7617200029506
3.9417296106126644e-05,450.8639602968645
3.935584541119332e-05,448.8201643147786
3.929425849439976e-05,446.9245550756778
3.923506189271543e-05,444.8955539688233
3.917489439045898e-05,442.8675335155326
3.9132088372164666e-05,440.8760127753103
3.909920955674288e-05,438.8587866922472
1.3068479360186796e-05,795.6465228354941
1.3100529290044846e-05,792.9600152763904
1.3606921132736667e-05,790.6188013927894
1.4129290229261203e-05,789.4812893970486
1.4154250890926846e-05,785.6834462230911
1.4690673540090067e-05,775.8856819755317
1.4712075651769816e-05,772.0902796485997
1.643600034310254e-05,749.9886609295195
1.7039163953365797e-05,745.2611733613063
1.7044054224391082e-05,740.5192400630658
1.766643403862866e-05,735.6420433599104
1.7667088579313374e-05,730.9116845272388
1.830878763865274e-05,726.071079988962
1.8309375463963547e-05,721.394700239748
1.897029568612638e-05,716.7252858463414
1.8965188622069517e-05,712.2414125583998
2.0336939416727032e-05,689.4507693023378
2.0329700340728113e-05,685.1657872806904
2.032256395603087e-05,680.7362616245821
2.1053350976758517e-05,676.4016657523166
2.1048871141052045e-05,672.3647854134508
2.180739574636879e-05,668.1390823840422
2.180168317203829e-05,664.0379057598633
2.179374467428472e-05,659.859726728241
2.4228304953644625e-05,631.4682396220111
2.422808208669302e-05,627.7689459219574
2.422911551523659e-05,623.9476141938862
2.4230241753969362e-05,620.4385552715397
2.5113083612408323e-05,616.1279071905938
2.5114126336154893e-05,612.5944574261738
2.6028686759852815e-05,608.8153063868734
2.6031792944036734e-05,605.3539211439228
2.6036009688939703e-05,601.7037799522823
2.6985597574786404e-05,598.0804426798124
2.6988693775233744e-05,594.6922177439607
2.7972820094621463e-05,591.3804666714092
2.7977796106739705e-05,588.2175960117204
2.899933668428916e-05,584.9593971329775
3.005897806184954e-05,581.8238058103984
3.1158018200708514e-05,579.1102170501
3.11671164991354e-05,576.3438686981749
3.1175012669007884e-05,573.3013403531992
3.1183012161719524e-05,570.2275998430039
3.1190852307696714e-05,567.3180600316002
3.119942159872297e-05,564.3355533981264
3.121001747677588e-05,561.2591384961803
3.2355116796650847e-05,557.9809611317312
